"project_id","project_name","discipline_name"
120034395,"Von der Speikobra zum Wasserstrahlschneiden: Mechanismen der impulsartigen Fluidbeschleunigung und deren effiziente Anwendung in der Technik","Strömungsmechanik"
120038946,"Distribution, characteristics and therapeutic relevance of CD133 expressing tumor (stem) cell populations in rectal carcinoma models","Gefäß- und Viszeralchirurgie"
120134731,"Biodiversity loss and fragmentation - matrix effects and ecosystem consequences using a hyperdiverse Malagasy amphibian assemblage as an example","Evolution, Anthropologie"
120155533,"Wadi Sura - Eine Felskunststation und ihr landschaftsarchäologischer Kontext im Gilf Kebir","Ur- und Frühgeschichte (weltweit)"
120400930,"Energy spectrum of Eu localized states in the PbEuTe solid solution in the middle and far infrared region","Experimentelle Physik der kondensierten Materie"
120524110,"Effects of the Nanostructuring of Clathrates M8Ga16Ge30 (M= Ba, Sr) on the Thermoelectric Properties: Synthesis, Characterization and Modelling.","Experimentelle Physik der kondensierten Materie"
120585442,"Thermoelectric properties of antimonide intermetallics and oxides: Nanoparticles and nano-sized segregations in bulk samples","Experimentelle Physik der kondensierten Materie"
120611663,"Formation of fossiliferous concretions in the Cretaceous Santana Formation - Assessing the role of microbial processes","Geologie, Ingenieurgeologie, Paläontologie"
120892770,"Juristisch-informatische Modellierung von Online-Wahlen","Betriebs-, Kommunikations- und Informationssysteme"
120913074,"Ab initio description of the thermoelectric properties of heterostructures in the diffusive limit of transport","Experimentelle Physik der kondensierten Materie"
121583221,"Nanostructured Heusler-compounds as model systems for thermoelectric materials","Experimentelle Physik der kondensierten Materie"
122186230,"Structural and thermoelectric characterization of individual single-crystalline nanowires","Experimentelle Physik der kondensierten Materie"
122637388,"Understanding size and interface dependent anisotropic thermal conduction in correlated multilayer structures","Experimentelle Physik der kondensierten Materie"
122777183,"Behavioral and neuronal mechanisms of olfactory imprinting in zebrafish","Systemische Neurowissenschaft, Computational Neuroscience, Verhalten"
122859927,"Außenseiter und Etablierte zugleich: Palästinenser und Israelis in unterschiedlichen Figurationen","Empirische Sozialforschung"
123084243,"Comprehensive clarification of the physical background of the breakthrough of ZT-2.4/1.7 for p/n-V2VI3-Superlattices","Experimentelle Physik der kondensierten Materie"
123330449,"Productivity and botanical diversity in the steppe grassland of Inner Mongolia - contributions of grazing intensity and potential of forage legume species","Pflanzenzüchtung"
123350178,"Sustainable and productive grassland use by grazing sheep in the Inner Mongolian steppe - Impact of long-term grazing intensity, grazing management, and feed supplementation on feed intake and quality as well as on animals behaviour and growth","Tierernährung und Tierernährungsphysiologie"
123555220,"Multi-touch Interaktion mit 3D Geodaten auf stereoskopischen Projektionsflächen","Künstliche Intelligenz, Bild- und Sprachverarbeitung"
124046941,"Adressantenspezifische Aufbereitung von Wissen mit konfligierender Evidenz in Museen","Allgemeine und fachbezogene Lehr-, Lern- und Qualifikationsforschung"
124046941,"Adressantenspezifische Aufbereitung von Wissen mit konfligierender Evidenz in Museen","Entwicklungspsychologie und Pädagogische Psychologie"
125152921,"Wissenskonstruktion anhand von Texten und Bildern mit konfligierenden Informationen aus dem Internet","Entwicklungspsychologie und Pädagogische Psychologie"
125398193,"Plattform-Technologien zur Analytik von Glykosaminoglykanen und Mediatorproteinen (Z04)","Biochemie"
125500987,"Hochauflösende numerische und experimentelle Untersuchung der turbulenzinduzierten Sedimenterosion und des Geschiebetransports","Geotechnik, Wasserbau"
125542159,"S-Acylierung des Hämagglutinins des Influenzavirus mit unterschiedlichen Fettsäuren - strukturelle Vorraussetzungen und funktionelle Konsequenzen","Grundlagen von Pathogenese, Diagnostik, Therapie und Klinische Tiermedizin"
125644650,"Mohammed in Avignon. Der Islam zwischen Papsttum und religiosen Gemeinschaften im 14. Jahrhundert.","Mittelalterliche Geschichte"
126176829,"Catalytic C-C-coupling and related reactions with hydrophobic substrates in surfactant based aqueous media","Technische Chemie"
126361268,"Hierarchical composites by gluing of nano- and mesocrystals","FK Materialwissenschaft"
126483555,"Geschichte des dokumentarischen Films in Deutschland 1945-2005","Theater- und Medienwissenschaften"
126893491,"Proteombasierte Analyse und molekulare Bildgebung des Tumormetabolismus zur Identifizierung neuer Targets für Prognosebeurteilung und Response-Prädiktion des Magenkarzinoms (B01)","Radiologie und Nuklearmedizin"
126893565,"Predicting star formation and metal enrichment in quasars for high-redshift ALMA observations","Astrophysik und Astronomie"
126893608,"Entwicklung, Optimierung und Validierung von radioaktiv markierten Liganden für den VEGF-Rezeptor-3 zum Monitoring gliomspezifischer antiangiogener Therapien (B02)","Radiologie und Nuklearmedizin"
127220966,"Die epistemische Dynamik der Modellentwicklung am LHC: eine empirische Untersuchung","Wissenschaftsgeschichte"
127241438,"Untersuchung der Ursachen von Schädigungen des Auges bei Anwendung eines Ultraschallphakoemulsifikators","Biomedizinische Technik und Medizinische Physik"
127570379,"Comparative analysis of the miRNA171-mediated gene regulation in land plants","Genetik der Pflanzen"
127651422,"Bio-inspired honeycomb devices for movements and stress generation","FK Materialwissenschaft"
127651561,"Multiscale structure-functional modeling of musculoskeletal mineralized tissues","FK Materialwissenschaft"
127835248,"In-vivo Biomarker für die multimodale Bildgebung (Z01)","Radiologie und Nuklearmedizin"
128101526,"Towards an All-Inclusive Earth System model (TIES): Merging lower, middle and upper atmospheric models to study solar effects","Physik und Chemie der Atmosphäre"
128368401,"Study of the dynamic state of ice shelves on the south-western Antarctic Peninsula by an interdisciplinary approach of remote sensing, fracture mechanics and modelling of ice dynamics","Physik, Chemie und Biologie des Meeres"
128634082,"Impact resistant hierarchically structured materials based on fruit walls and nut shells","FK Materialwissenschaft"
128716029,"Branched natural fibrous composites for improved technical components","FK Materialwissenschaft"
128716157,"Genese und Struktur der hessisch-westfälischen Megalithik am Beispiel der Soester Gruppe","Ur- und Frühgeschichte (weltweit)"
128716292,"Megalithanlagen und Siedlungsmuster im trichterbecherzeitlichen Ostholstein (3500-2700 v.Chr.): Mittleres Travetal und Westlicher Oldenburger Graben","Ur- und Frühgeschichte (weltweit)"
128716370,"Monumentale Grabenwerke, nichtmegalithische und megalithische Grabbauten des Früh- und Mittelneolithikums in Schleswig-Holstein: Untersuchungen zu Baugeschichte, Datierung, Funktion und Landschaftsbezug der Kleinregionen Büdelsdorf und Albersdorf","Ur- und Frühgeschichte (weltweit)"
128738102,"Megalithlandschaft Südostrügen - Die Komplexität neolithischer Gesellschaften im Spiegel landschaftsarchäologischer Untersuchungen einer Schlüsselregion.","Ur- und Frühgeschichte (weltweit)"
128738133,"Bevölkerungsdichte, Kommunikationsstrukturen und Traditionsräume in der Trichterbecherkultur","Ur- und Frühgeschichte (weltweit)"
128738176,"Späte Sammler-Jäger-Fischergemeinschaften und frühe Bauern im westlichen Mecklenburg-Untersuchungen zum Verhältnis der Gesellschaften zwischen Großsteingräbern und Erdwerken am Beispiel einer Mikroregion im westlichen Mecklenburg","Ur- und Frühgeschichte (weltweit)"
129443830,"Summer school 'Methods for reducing the uncertainty of hydrological and meteorological models through data assimilation' (HyMeDAs)","Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung"
129455175,"Young scientist network on hydrological and meteorological data assimilation (HyMeDAs network)","Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung"
129719978,"Strukturelle Determinanten exzitatorischer und inhibitorischer synaptischer Transmission und Plastizität im Neocortex und Hippocampus","Zelluläre Neurowissenschaft"
130170629,"SPP 1459:  Graphene","Chemie"
130170629,"SPP 1459:  Graphene","Elektrotechnik, Informatik und Systemtechnik"
130170629,"SPP 1459:  Graphene","Physik"
130519209,"Perspektivenwechsel beim gleichzeitigen Verfolgen mehrerer bewegter Objekte","Allgemeine, Biologische und Mathematische Psychologie"
130538578,"Lässt sich die Gedächtnisbildung bei Menschen in höherem Lebensalter verbessern durch eine Ernährungsmodifikation? Wenn ja, welche Mechanismen liegen diesem Effekt zugrunde?","Klinische Neurowissenschaften I - Neurologie, Neurochirurgie, Neuropathologie"
130539989,"Pathophysiological role of P2X7 receptors in the nervous system","Molekulare Neurowissenschaft und Neurogenetik"
130569273,"Red Queen Dynamics in Daphnia; Revealing the Evolutionary Change in a Parasite Population","Evolution, Anthropologie"
131214429,"Fe and Mn in Antarctic bivales: Indicators of change in near-shore biogeochemistry?","Physik, Chemie und Biologie des Meeres"
131358520,"Züchtung und Untersuchung von Volumenkristallen und Epitaxieschichten von beta-Ga2O3, In2O3, SnO2 und ZnO","Experimentelle Physik der kondensierten Materie"
131665662,"Transcriptomic Analysis of Resistance and Virulence in Stickleback Host-Parasite Systems CLUSTER: ?Evolutionary Genetics of Three-Spined Stickleback ? Parasite Interactions?","Evolution, Anthropologie"
131708256,"Bioinformatics Infrastructure, Genomic and Transcriptomic Analyses","Evolution, Anthropologie"
131830242,"Bündelantrag: 'Functional morphology and evolution of the pelvic girdle in dinosaurs'","Geowissenschaften (einschl. Geographie)"
132095115,"Regeneration tropischer Bergwaldarten auf Brandflächen in der bolivianischen Ostkordillere","Pflanzenökologie und Ökosystemforschung"
132321081,"Genomics Analysis Platform for the Bacillus-Invertebrate Cluster CLUSTER: ?Experimental Evolution and Natural Variation of Bacillus-Invertebrate Interactions?","Evolution, Anthropologie"
132586688,"Controlling properties of polymers in thin films","Experimentelle und Theoretische Polymerphysik"
133181405,"Diversity of thermophilic nitrifying communities derived from hot springs","Mikrobielle Ökologie und Angewandte Mikrobiologie"
133876737,"Glasgefüllte photonische Kristallfasern - Relaxations- und Erstarrungsverhalten anorganischer Schmelzen in engen Kapillaren","Herstellung und Eigenschaften von Funktionsmaterialien"
133876737,"Glasgefüllte photonische Kristallfasern - Relaxations- und Erstarrungsverhalten anorganischer Schmelzen in engen Kapillaren","Thermodynamik und Kinetik von Werkstoffen"
134368820,"Verdunstung von Tropfen aus Flüssigkeitsmischungen, -lösungen oder Dispersionen auf festen und deformierbaren Oberflächen","Technische Thermodynamik"
134799969,"Wechselwirkungen zwischen Reifen und Vulkanisationsform beim Formentnahmeprozess","Mechanik"
135617936,"Molekulare Bildgebung von Natriumkanälen im Herzen - von Modellen zu Patienten (A08)","Radiologie und Nuklearmedizin"
135761409,"Diabetes, abdominal obesity, weight change, metabolic factors and risk of liver cancer in the European Prospective Investigation into Cancer and Nutrition","Ernährungswissenschaften"
135761409,"Diabetes, abdominal obesity, weight change, metabolic factors and risk of liver cancer in the European Prospective Investigation into Cancer and Nutrition","FK Medizin"
135863653,"Wohnstandortentscheidungen in polyzentrischen Stadtregionen","Humangeographie"
135884640,"Multiparametrische Bildgebung vaskulärer Pathologien (C06)","Radiologie und Nuklearmedizin"
135904283,"Funktionelle Bildgebung antivaskulärer Therapiestrategien mit löslichem Gewebefaktor (C08)","Radiologie und Nuklearmedizin"
135966121,"Der Beginn der Kulturlandschaft in Mitteleuropa: Mensch-Umwelt-Interaktion und Mobilität seit dem Neolithikum (D02)","Ur- und Frühgeschichte (weltweit)"
136785537,"Das bronzezeitliche Gräberfeld von Gelot (Tadzikistan)","Ur- und Frühgeschichte (weltweit)"
136826106,"Wirkung von Schwerionen-Strahlung auf Migration und Invasivität von Tumorzellen","Radiologie und Nuklearmedizin"
136990639,"Kollektive Getreidespeicherburgen in Nordafrika zwischen baulichem Verfall, Erhalt als Kulturerbe und touristischer Umwidmung","Humangeographie"
137010221,"Gully-Erosion in agro-industriell genutzten Landschaften zwischen Hohem und Anti-Atlas","Physische Geographie"
137665705,"Kompositpartikel aus anorganischen Nanopartikeln und kolloidalen Trägersystemen (A04)","Anorganische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung"
138341798,"Short-wavelength photon and electron emission in free and deposited nanoparticles by controlled ultrafast laserinduced nanolocalized fields","Experimentelle Physik der kondensierten Materie"
138587811,"Development of a quick test method for the characterisation of the in-process properties of conventional grinding tools","Spanende Fertigungstechnik"
138608399,"Holistic optimisation of sculptured surfaces manufacturing","Spanende Fertigungstechnik"
138712980,"Modellbasierte Analyse der Verlässlichkeit komplexer fehlertoleranter Systeme","Rechnerarchitekturen und eingebettete Systeme"
138834184,"Distortion analysis in a manufacturing process of cold drawn, induction hardened and machined components","Ur- und Umformtechnik"
139078735,"Simultaneous spatial and temporal control of the local excitation of a nanostructure using polarization-shaped laser pulses","Experimentelle Physik der kondensierten Materie"
139079382,"Integrated design and evaluation of logistic networks - Highly Extensible Life-Cycle Oriented Placement of the Order Penetration Point Sub-Project 3: Supply Chain Process Adaptation","Produktionsautomatisierung, Fabrikbetrieb, Betriebswissenschaften"
139079643,"Die P-T-t Entwicklung des metamorphen Huab Komplexes in N-Namibia","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
139100076,"Cognitive Production Metrology for Flexible Small Series Production","Produktionsautomatisierung, Fabrikbetrieb, Betriebswissenschaften"
139120360,"Integrating logistic capabilities and employment level into distributed manufacturing systems along global supply chains","Produktionsautomatisierung, Fabrikbetrieb, Betriebswissenschaften"
139819005,"Links between local scale and catchment scale measurements and modelling of gas exchange processes over land surfaces","Physik und Chemie der Atmosphäre"
139920608,"The role of microRNA in body weight maintenance","Endokrinologie, Diabetologie"
139920608,"The role of microRNA in body weight maintenance","Kinder- und Jugendmedizin"
140332186,"Energietransfertheorie zur Beschreibung von Rotationsbewegungen in der Seismologie","FK Geophysik und Geodäsie"
140456195,"Zeitvariable Abhängigkeitsstrukturen in den Renditen risikobehafteter Kapitalanlagen (A01)","Statistik und Ökonometrie"
140474477,"Geodynamics of the Pamir-Tien Shan: Cenozoic continental subduction, crustal bucking and orocline formation","Physik des Erdkörpers"
140576057,"Modellwahl und dynamische Abhängigkeitsstrukturen (C01)","Mathematik"
140698662,"Komplexe Polyanionenverbindungen des As, Sb, Se und Te: Mechanismen der Strukturbildung, gezielte Synthese und Charakterisierung","Festkörper- und Oberflächenchemie, Materialsynthese"
140843865,"Synthese, Charakterisierung und theoretische Beschreibung metastabiler Oxide und Oxidnitride von Übergangsmetallen","Festkörper- und Oberflächenchemie, Materialsynthese"
140904187,"Cenozoic sediments of the Tajik basin: sedimentology, provenance, and the tectonic record of the Pamir","Geologie, Ingenieurgeologie, Paläontologie"
141067856,"Resonanzen in lokal gestörten elastischen Medien","Mathematik"
141620625,"Steuerung und kontrollierte Bildung polymorpher Molekülkristallphasen","Festkörper- und Oberflächenchemie, Materialsynthese"
141805253,"Ein konzertierter Ansatz zum Verständnis und zur Kontrolle der Motivbildung und Polymorphie von Bismutoxiden","Physikalische Chemie von Festkörpern und Oberflächen, Materialcharakterisierung"
142009460,"Multi-scale analysis of two-phase flow in porous media with complex heterogeneities","Mathematik"
142091717,"Geophysical and Geodetic Search for Transients in the Northern Chile Coupling Zone","FK Geophysik und Geodäsie"
142091898,"Identification of seismogenic structures with influence on the subduction interface in Northern Chile and their signature in seismological data","FK Geophysik und Geodäsie"
142091950,"Physics and structure of subduction-induced geodynamic transients in terms of reflection seismic and micro-seismological signatures","FK Geophysik und Geodäsie"
142194569,"Metastabile Metallborophosphate und Metallimidazolate mit nicht-zentrosymmetrischen Kristallstrukturen - Entwicklung von gezielten Synthesen durch kombinierte Anwendung von Computerchemie, in-situ Untersuchungen und neuen Synthesestrategien","Festkörper- und Oberflächenchemie, Materialsynthese"
142234862,"Undercooling and solidification of liquid metals under different conditions of convection","FK Materialwissenschaft"
142234862,"Undercooling and solidification of liquid metals under different conditions of convection","Thermodynamik und Kinetik von Werkstoffen"
142255904,"Kombinierte Anwendung von chemisch-genetischen und bildgebenden Verfahren zur Validierung anti-angiogener Eigenschaften von anti-angiogenen Verbindungen (A06)","Radiologie und Nuklearmedizin"
142317448,"Von Pr2O3 zu PrO2 - Interdisziplinäre Studie zum Einfluss von Volumen- und Oberflächendefekten auf Materialeigenschaften geordneter Praseodymoxid-Schichten","Experimentelle Physik der kondensierten Materie"
142357575,"Rolle von Hypoxie und Leptin in der Entstehung der plazentaren Entzündungsreaktion bei Präeklampsie","Kinder- und Jugendmedizin"
142461806,"Mechanismen der Bildung metastabiler Hydride und Nitride mittels in situ-Neutronenbeugung von Fest-Gas-Reaktionen","Festkörper- und Oberflächenchemie, Materialsynthese"
142644541,"Coordination and administration of the Clinical Research Unit KFO 227/2 and centralized tissue sampling and CTC detection service for all subprojects","Gefäß- und Viszeralchirurgie"
142911196,"Mechanochemie oxidischer und fluoridischer Nichtgleichgewichtsphasen: Mechanosynthese, Festkörperkinetik und spektroskopische Eigenschaften","Festkörper- und Oberflächenchemie, Materialsynthese"
143034347,"Time scales for vertically moving axial magma chambers at fast-spreading ocean ridges and involved magmatic reactions: Insights from IODP Site 1256","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
143690810,"Entwicklung, Aufbau und Optimierung von dreidimensionalen Multielektrodenarrays zur gleichzeitigen Stimulation und Registrierung von neuronalen Strukturen","Mikrosysteme"
143996318,"Paläontologie","Geologie, Ingenieurgeologie, Paläontologie"
144059359,"Erstkommunionskatechese ? eine Evaluationsstudie: Vergleich religiöser Sozialisationsverläufe von Kindern. Wirkungen des Erstkommunionsunterrichts auf Religiosität und korrespondierende Werten und Normen","Katholische Theologie"
144098350,"Linear Programming-based algorithms for orthogonal packing","Mathematik"
144714686,"Mycetophilidae (Diptera) in Dominican amber as indicators of ecosystem stability in the Caribbean - faunistic changes through geological time","Geologie, Ingenieurgeologie, Paläontologie"
144856189,"Centralized sample preparation and pathology","Hämatologie, Onkologie, Transfusionsmedizin"
144939437,"Forschung zur Verbesserung der Fischernährung und der Fischgesundheit in Hochland-Aquakultursystemen in Yen Chau, Provinz Son La, Nordvietnam (D07)","Tierernährung und Tierernährungsphysiologie"
145102005,"Importance of endocytic RabGTPases and endocytic recycling in virulence of the corn smut fungus Ustilago maydis","Zell- und Entwicklungsbiologie der Pflanzen"
145470771,"Simulation of high speed capture of interstellar grains","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
146310209,"I-Xe and Ar-Ar chronology of enstatite chondrite and enstatite achondrite parent bodies in the Early Solar System","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
146496795,"Gravoturbulent Planetesimal Formation in the Early Solar System","Organische und Anorganische Geochemie, Biogeochemie, Mineralogie, Petrologie, Kristallographie, Lagerstättenkunde"
146597209,"Nanofabricated Functional Architecture of Photosynthetic Light-Harvesting Complexes","Experimentelle Physik der kondensierten Materie"
146763652,"Long-term measurements of near-surface turbulent fluxes in the Arctic environment - additional laser Scintillometer measurement campaign 2009 at Ny-Alesund on Svalbard (ARCTEX-2009)","Physik und Chemie der Atmosphäre"
147276241,"Putative Intermediates in the Biosynthesis of Tedanolides","Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung"
147416809,"Neogene herpetofauna, climate, and continental runoff of western Siberia","Geologie, Ingenieurgeologie, Paläontologie"
147522338,"International Collaboration in Chemistry: A New Molecular Architecture for Organic Electronics","Festkörper- und Oberflächenchemie, Materialsynthese"
147539734,"Wärme- und Stofftransport in Seen unter saisonaler Eisdecke","Hydrogeologie, Hydrologie, Limnologie, Siedlungswasserwirtschaft, Wasserchemie, Integrierte Wasser-Ressourcen Bewirtschaftung"
147580132,"Kinetik der Phasenumwandlung in Ausferritischem Gusseisen (ADI)","FK Materialwissenschaft"
147580132,"Kinetik der Phasenumwandlung in Ausferritischem Gusseisen (ADI)","Mikrostrukturelle mechanische Eigenschaften von Materialien"
147580132,"Kinetik der Phasenumwandlung in Ausferritischem Gusseisen (ADI)","Thermodynamik und Kinetik von Werkstoffen"
148337920,"Untersuchungen zur Laserlichtwirkung auf der Basis von Bildanalysen auf juvenile Pflanzen zur Unkrautregulierung","Verfahrens- und Landtechnik"
148481149,"Ultraschnelle Nichtgleichgewichts-versus Gleichgewichtsphasenübergänge in Ferromagneten und ihre Signatur im elektronischen System","Experimentelle Physik der kondensierten Materie"
149116613,"Hypertrophe obstruktive Kardiomyopathie: Genotypisierung und Charakterisierung des molekularen Phänotyps","Kardiologie, Angiologie"
149116613,"Hypertrophe obstruktive Kardiomyopathie: Genotypisierung und Charakterisierung des molekularen Phänotyps","Physiologie"
149382979,"Scanning for intensely fluorescent targets (SIFT): a new tool to study pathological protein aggregate formation in MFM and its reversal through pharmacologic intervention","Molekulare Neurologie"
150058393,"Finding new overlapping genes and their theory (FOG-Theory)","Nachrichten- und Hochfrequenztechnik, Kommunikationstechnik und -netze, Theoretische Elektrotechnik"
150365617,"Quartäre Seespiegelschwankungen und Dünengenese am Ostrand des Mongol- Els-Dünenfeldes, West-Mongolei","Physische Geographie"
150428228,"Staubsturm-Archiv im nördlichen saharischen Grenzraum für die letzten 15.000 Jahre - Machbarkeitsstudie","Geologie, Ingenieurgeologie, Paläontologie"
150447119,"Changing patterns of shortening and lateral extension, Exhumation of the Eastern Alpine orogenic core, Strain partitioning during orogenic indentation","Geologie, Ingenieurgeologie, Paläontologie"
151082910,"Interfacial structure/chemistry of spintronics devices with Heusler alloy electrodes","Physikalische Chemie von Festkörpern und Oberflächen, Materialcharakterisierung"
151186955,"Einfluss der Legierungszusammensetzung und des Gefüges auf das Ermüdungsverhalten dünner substratgebundener Al Schichten","FK Materialwissenschaft"
151186955,"Einfluss der Legierungszusammensetzung und des Gefüges auf das Ermüdungsverhalten dünner substratgebundener Al Schichten","Mikrostrukturelle mechanische Eigenschaften von Materialien"
151205020,"Synthesis and characterization of block copolymers with photoclevable junctions","Präparative und Physikalische Chemie von Polymeren"
151205377,"Molecular Approaches to Electronics and Photonics of Giant Macrocycles","Präparative und Physikalische Chemie von Polymeren"
151226304,"Electronic Bistable Recording Media for Scanning Multiprobe based Ultrahigh-Density Data Storage","Physikalische Chemie von Festkörpern und Oberflächen, Materialcharakterisierung"
151533336,"Herz-Kreislauf-Krankheiten und Diabetes bei Aussiedlern: Kohortenstudie zur Identifizierung von Risikofaktoren und Erklärung spezieller Mortalitätsmuster","FK Medizin"
151902158,"Aufbau und Betrieb einer gemeinschaftlich genutzten in-situ-Zelle zur Untersuchung und Steuerung der Kristallisation","Festkörper- und Oberflächenchemie, Materialsynthese"
152455129,"Moden der nördlichen atmosphärischen Zirkulation im Rahmen des Klimawandels","Physik und Chemie der Atmosphäre"
153642199,"Geklebte Keramikschichtwerkstoffe höchster Zuverlässigkeit","Keramische und metallische Sinterwerkstoffe"
153953582,"Seismische Erkundung des oberen Erdmantels in der Übergangszone zwischen dem Phanerozoisch konsolidierten Mitteleuropa und dem Osteuropäischen Kraton mittels PASSEQ-Daten","FK Geophysik und Geodäsie"
154134161,"Die figürlichen Wandmalereien des Mittelalters in Thüringen - 1120 bis 1430/50","Kunstgeschichte"
154236860,"Gemeinsame Datenbasis, Gastwissenschaftler und Workshops","Strömungsmechanik"
154729653,"Taxonomische Revision von Allium subg. Melanocryommyum für das Territorium des Iran","Pflanzenökologie und Ökosystemforschung"
155672118,"Tätigkeitsspielraum als Bedingung für Gesundheit und Leistungsfähigkeit älterer Beschäftigter. Eine Untersuchung am Beispiel der stationären Pflege","Sozialpsychologie und Arbeits- und Organisationspsychologie"
155854974,"Steuerung von Informalität - der Einfluss von Planungsstandards auf die langfristige Nutzbarkeit von städtischen Siedlungen. Die Fallbeispiele Dar es Salaam/Tansania und Durban/Südafrika","Städtebau/Stadtentwicklung, Raumplanung, Verkehrs- und Infrastrukturplanung, Landschaftsplanung"
156758938,"Gross ammonification, gross nitrification and N net mineralization in temperate forest soils at low temperatures","Bodenwissenschaften"
156961280,"Investigation of matrix effects in liquid analyses by ICP-OES/MS applying mono-disperse droplet injection","Analytik, Methodenentwicklung (Chemie)"
157163377,"Der Wortschatz der Gefühlsbezeichnungen in fünf europäischen Sprachen: Semantik, Syntax und Diskurs","Allgemeine und Angewandte Sprachwissenschaften"
157249306,"Representation: Citizens and Representatives in France and Germany","Politikwissenschaft"
157297162,"The 'Cortisol Awakening Response': Ontogenesis and Impact of Episodic and Prospective Memory Functioning","Allgemeine, Biologische und Mathematische Psychologie"
157332908,"Disentangling seasonal vegetation effects on ecosystem evapotranspiration and water use efficiency of Mediterranean savannah-type oak forest","Pflanzenökologie und Ökosystemforschung"
157820161,"Modifikation von Calciumphosphat-Biokeramiken mit biologisch aktiven Metallionen zur gezielten Steuerung zellulärer Reaktionen","Zahnheilkunde; Mund-, Kiefer- und Gesichtschirurgie"
157969653,"Keramische Temperatur- und Drucksensoren auf der Basis molekular abgeleiteter nano/mikrostrukturierter SiOC-Keramik","FK Materialwissenschaft"
158088440,"Template confinement effects on discotic liquid-crystals (TEMPLDISCO)","Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik"
158252987,"Knochen-Engineering mit humanen Nabelschnurblutstammzellen in vivo","Zahnheilkunde; Mund-, Kiefer- und Gesichtschirurgie"
158373448,"Roboterassistierte Umstellungsosteotomie: Computer- und roboterassistierte Umstellungsosteotomie unter Verwendung neuartiger Osteotomieverfahren und kraft-/ momentenbasierter, robotischer Operationsplanung und Operationsausführung","Automatisierungstechnik, Regelungssysteme, Robotik, Mechatronik"
158421614,"Verfahrensentwicklung sowie Untersuchungen zu Dämpf- und Röstprozessen an ausgewählte Bambussortimenten Vietnams","Grundlagen der Waldforschung"
158662141,"Eugenik, Rasse und Psychatrie im Baltikum 1900 - 1945","Neuere und Neueste Geschichte (einschl. Europäische Geschichte der Neuzeit und Außereuropäische Geschichte)"
158682613,"Interaktion zwischen Flavonoiden und Arzneistoffen","Agrar-, Forstwissenschaften, Gartenbau und Tiermedizin"
158682613,"Interaktion zwischen Flavonoiden und Arzneistoffen","Medizin"
158706757,"Dust Processing during the Gravitational Collapse of Particle Heaps","Astrophysik und Astronomie"
159036268,"Pospiviroid pathogenesis as 'regulatory disorder' mediated by viroid-specific small RNAs","Allelobotanik - Organismische Interaktion"
159048892,"Arbeitsbedingungen in der Onkologie: Auswirkungen auf Arzt-Patient-Kommunikation und Patient","Empirische Sozialforschung"
159234416,"Seasonality and variations in moisture-supply on different timescales (1-104 yrs) and their relation to surface processes in the NW Himalaya","Geologie, Ingenieurgeologie, Paläontologie"
159396869,"Steuern, Firmenheterogenität und Unternehmensfinanzierung","Finanzwissenschaften"
159410540,"Die funktionalen, computationalen und neuronalen Grundlagen menschlichen Überblickwissens - wie interagieren karten- und navigationsbasiertes Wissen?","Allgemeine, Biologische und Mathematische Psychologie"
159461327,"Magnetic fields in galaxy clusters","Astrophysik und Astronomie"
159479748,"Radio relics and haloes","Astrophysik und Astronomie"
159481090,"RM synthesis and magnetic field statistics","Astrophysik und Astronomie"
159500861,"Commissioning and pilot observations","Astrophysik und Astronomie"
159643207,"Mittelalterliche Handschriften: Virtuelles Scriptorium St. Matthias","Mittelalterliche Geschichte"
159787049,"Equation of state for compact stars from the Polyakov-loop Nambu-Jona-Lasinio model","Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder"
159848078,"Symptomorientierte voxelbasierte statistische Läsionsanalyse bei Aphasie und Akalkulie","Klinische Neurowissenschaften I - Neurologie, Neurochirurgie, Neuropathologie"
160013272,"Towards an educated use of assisted reproductive technology: hypothesis-based evaluation of the impact of culture media on mouse development using both standard assays and novel noninvasive microfluidic tools.","Frauenheilkunde und Geburtshilfe"
160197849,"Gewinnung von pharmakologisch relevanten Triterpenen aus pflanzlichen Zellkulturen am Beispiel von Olenanol- und Ursolsäure","Bioverfahrenstechnik"
160833613,"Untersuchung der komplexen Wechselwirkungen bei der elektromagnetischen Rohrumformung","Ur- und Umformtechnik"
161030019,"GRK 1657:  Molekulare und zelluläre Reaktionen auf ionisierende Strahlung","Medizin"
